invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I178381,C233170,MALE,68,SHOES,4,2400.68,CASH,2022-12-31,Istinye Park,1958-02-05
I318346,C135416,MALE,32,CLOTHING,4,1200.32,CASH,2022-12-01,Emaar Square Mall,1994-02-05
I216442,C310582,MALE,49,TOYS,1,35.84,DEBIT CARD,2022-05-19,Forum Istanbul,1977-02-05
I818434,C608106,MALE,37,SOUVENIR,1,11.73,CASH,2021-09-16,Mall of Istanbul,1989-02-05
I126877,C198879,MALE,52,FOOD & BEVERAGE,5,26.15,CASH,2022-10-30,Mall of Istanbul,1974-02-05
I143376,C175098,MALE,31,TOYS,4,143.36,CASH,2021-08-24,Mall of Istanbul,1995-02-05
I232242,C268780,MALE,49,FOOD & BEVERAGE,2,10.46,CASH,2023-03-05,Viaport Outlet,1977-02-05
I242974,C127237,MALE,37,CLOTHING,3,900.24,CASH,2021-03-25,Mall of Istanbul,1989-02-05
I177418,C197592,MALE,48,FOOD & BEVERAGE,3,15.69,CASH,2022-02-12,Metrocity,1978-02-05
I178916,C843845,MALE,56,SHOES,5,3000.85,CASH,2021-07-06,Kanyon,1970-02-05
I322308,C183451,MALE,36,FOOD & BEVERAGE,4,20.92,CASH,2021-12-31,Kanyon,1990-02-05
I302030,C247663,MALE,18,TOYS,1,35.84,DEBIT CARD,2021-11-08,Metrocity,2008-02-05
I291776,C221742,MALE,50,TOYS,4,143.36,CREDIT CARD,2021-02-18,Cevahir AVM,1976-02-05
I333833,C254916,MALE,44,CLOTHING,5,1500.40,CREDIT CARD,2021-08-15,Kanyon,1982-02-05
I201733,C231340,MALE,54,TECHNOLOGY,1,1050.00,CASH,2022-04-29,Mall of Istanbul,1972-02-05
I240533,C136214,MALE,23,TOYS,5,179.20,DEBIT CARD,2023-02-10,Mall of Istanbul,2003-02-05
I314057,C156104,MALE,53,SOUVENIR,5,58.65,CASH,2022-01-02,Kanyon,1973-02-05
I159335,C750268,MALE,44,CLOTHING,3,900.24,CREDIT CARD,2022-07-08,Kanyon,1982-02-05
I268819,C228730,MALE,58,COSMETICS,3,121.98,CREDIT CARD,2022-11-30,Mall of Istanbul,1968-02-05
I275076,C130791,MALE,60,CLOTHING,5,1500.40,CASH,2022-11-16,Mall of Istanbul,1966-02-05
I265410,C711779,MALE,41,SHOES,2,1200.34,CASH,2022-07-24,Forum Istanbul,1985-02-05
I275371,C272077,MALE,69,TECHNOLOGY,1,1050.00,CREDIT CARD,2022-05-17,Cevahir AVM,1957-02-05
I260919,C307017,MALE,46,TECHNOLOGY,3,3150.00,CREDIT CARD,2021-07-23,Kanyon,1980-02-05
I594459,C350859,MALE,32,FOOD & BEVERAGE,2,10.46,CASH,2022-02-15,Metrocity,1994-02-05
I258449,C110878,MALE,42,CLOTHING,3,900.24,CASH,2022-05-20,Forum Istanbul,1984-02-05
I165599,C334098,MALE,29,COSMETICS,2,81.32,CASH,2022-06-16,Metrocity,1997-02-05
I280094,C325141,MALE,31,SHOES,4,2400.68,DEBIT CARD,2021-11-14,Kanyon,1995-02-05
I929126,C729462,MALE,33,TOYS,5,179.20,CASH,2021-05-17,Forum Istanbul,1993-02-05
I129557,C190774,MALE,40,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-02-13,Mall of Istanbul,1986-02-05
I213016,C635366,MALE,49,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-12-30,Istinye Park,1977-02-05
I187276,C120543,MALE,68,CLOTHING,3,900.24,CASH,2022-06-07,Cevahir AVM,1958-02-05
I318972,C331908,MALE,20,CLOTHING,2,600.16,CASH,2021-01-28,Cevahir AVM,2006-02-05
I866233,C291260,MALE,60,CLOTHING,3,900.24,CASH,2021-04-06,Kanyon,1966-02-05
I330519,C306702,MALE,39,COSMETICS,1,40.66,CREDIT CARD,2022-12-28,Metrocity,1987-02-05
I417937,C693244,MALE,64,SHOES,1,600.17,CASH,2022-03-23,Mall of Istanbul,1962-02-05
I970865,C295111,MALE,26,TOYS,3,107.52,CASH,2023-01-03,Kanyon,2000-02-05
I166826,C206383,MALE,39,CLOTHING,4,1200.32,CREDIT CARD,2022-12-05,Mall of Istanbul,1987-02-05
I836365,C205687,MALE,28,BOOKS,2,30.30,CASH,2022-07-13,Mall of Istanbul,1998-02-05
I307889,C123827,MALE,54,CLOTHING,5,1500.40,DEBIT CARD,2022-03-01,Kanyon,1972-02-05
I888175,C142015,MALE,44,CLOTHING,4,1200.32,CREDIT CARD,2022-01-26,Forum Istanbul,1982-02-05
I192518,C316729,MALE,38,TOYS,5,179.20,CREDIT CARD,2022-11-19,Kanyon,1988-02-05
I213808,C222612,MALE,69,CLOTHING,5,1500.40,CREDIT CARD,2022-03-30,Forum Istanbul,1957-02-05
I735676,C126232,MALE,37,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-12-13,Emaar Square Mall,1989-02-05
I377931,C193367,MALE,35,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-10-03,Kanyon,1991-02-05
I195374,C279706,MALE,68,COSMETICS,5,203.30,CREDIT CARD,2022-04-24,Istinye Park,1958-02-05
I764746,C172627,MALE,45,CLOTHING,3,900.24,CASH,2021-12-04,Mall of Istanbul,1981-02-05
I157559,C106191,MALE,43,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-01-20,Mall of Istanbul,1983-02-05
I270795,C398880,MALE,48,SHOES,1,600.17,CREDIT CARD,2022-04-09,Metrocity,1978-02-05
I326918,C448843,MALE,54,CLOTHING,3,900.24,CREDIT CARD,2021-07-05,Kanyon,1972-02-05
I868765,C313014,MALE,32,FOOD & BEVERAGE,5,26.15,CASH,2021-11-23,Metrocity,1994-02-05
I413217,C198777,MALE,65,SHOES,5,3000.85,CREDIT CARD,2021-03-10,Kanyon,1961-02-05
I326260,C119313,MALE,62,CLOTHING,3,900.24,CASH,2023-01-11,Istinye Park,1964-02-05
I888801,C455306,MALE,42,SOUVENIR,3,35.19,DEBIT CARD,2022-03-25,Istinye Park,1984-02-05
I898414,C287309,MALE,62,CLOTHING,5,1500.40,CREDIT CARD,2021-05-31,Metrocity,1964-02-05
I347449,C625177,MALE,58,CLOTHING,4,1200.32,CASH,2022-01-16,Istinye Park,1968-02-05
I157453,C286902,MALE,24,TOYS,4,143.36,CREDIT CARD,2021-05-01,Mall of Istanbul,2002-02-05
I251705,C992071,MALE,55,BOOKS,1,15.15,CASH,2021-05-08,Mall of Istanbul,1971-02-05
I178646,C325793,MALE,35,CLOTHING,5,1500.40,CREDIT CARD,2021-05-04,Istinye Park,1991-02-05
I765786,C133060,MALE,57,CLOTHING,5,1500.40,CREDIT CARD,2021-11-26,Metrocity,1969-02-05
I181984,C162194,MALE,53,SHOES,1,600.17,CASH,2021-11-19,Metrocity,1973-02-05
I697175,C139042,MALE,23,TOYS,3,107.52,DEBIT CARD,2021-12-21,Mall of Istanbul,2003-02-05
I183710,C719550,MALE,26,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-04-24,Mall of Istanbul,2000-02-05
I209019,C104142,MALE,69,BOOKS,3,45.45,CREDIT CARD,2022-10-14,Forum Istanbul,1957-02-05
I164101,C160009,MALE,23,COSMETICS,2,81.32,CREDIT CARD,2021-12-11,Zorlu Center,2003-02-05
I124225,C288220,MALE,57,TECHNOLOGY,2,2100.00,CREDIT CARD,2022-07-14,Zorlu Center,1969-02-05
I304507,C142855,MALE,26,CLOTHING,4,1200.32,CREDIT CARD,2021-10-10,Metrocity,2000-02-05
I272148,C139054,MALE,49,CLOTHING,3,900.24,CASH,2022-02-09,Istinye Park,1977-02-05
I499947,C325315,MALE,53,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-06-14,Kanyon,1973-02-05
I172360,C240661,MALE,65,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-06-28,Metropol AVM,1961-02-05
I686181,C486109,MALE,34,CLOTHING,4,1200.32,CREDIT CARD,2022-05-17,Kanyon,1992-02-05
I251339,C299324,MALE,59,SHOES,5,3000.85,DEBIT CARD,2021-04-18,Mall of Istanbul,1967-02-05
I158762,C164343,MALE,62,FOOD & BEVERAGE,1,5.23,CASH,2021-06-23,Kanyon,1964-02-05
I332709,C222310,MALE,58,CLOTHING,2,600.16,CASH,2022-02-04,Kanyon,1968-02-05
I192005,C251831,MALE,28,SHOES,4,2400.68,CASH,2023-02-17,Metrocity,1998-02-05
I147566,C246362,MALE,47,COSMETICS,3,121.98,CASH,2022-03-24,Metropol AVM,1979-02-05
I221570,C271999,MALE,65,TECHNOLOGY,1,1050.00,CREDIT CARD,2022-09-15,Kanyon,1961-02-05
I342150,C651631,MALE,44,SHOES,2,1200.34,CASH,2021-09-05,Kanyon,1982-02-05
I175381,C140324,MALE,48,SOUVENIR,1,11.73,CASH,2022-12-31,Kanyon,1978-02-05
I190069,C877927,MALE,32,COSMETICS,3,121.98,DEBIT CARD,2022-10-31,Cevahir AVM,1994-02-05
I131002,C277994,MALE,28,CLOTHING,3,900.24,CASH,2022-12-16,Istinye Park,1998-02-05
I482371,C451053,MALE,31,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-07-23,Cevahir AVM,1995-02-05
I366532,C255751,MALE,43,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-03-02,Metrocity,1983-02-05
I120327,C148539,MALE,67,TOYS,5,179.20,CREDIT CARD,2021-03-31,Emaar Square Mall,1959-02-05
I344464,C241473,MALE,24,TOYS,5,179.20,DEBIT CARD,2022-04-16,Metropol AVM,2002-02-05
I302821,C620929,MALE,44,TECHNOLOGY,4,4200.00,DEBIT CARD,2022-12-19,Mall of Istanbul,1982-02-05
I250024,C129984,MALE,68,TECHNOLOGY,5,5250.00,DEBIT CARD,2021-06-20,Istinye Park,1958-02-05
I494767,C243734,MALE,31,TOYS,1,35.84,CREDIT CARD,2021-03-19,Forum Istanbul,1995-02-05
I501110,C142281,MALE,26,CLOTHING,5,1500.40,DEBIT CARD,2022-08-13,Kanyon,2000-02-05
I423506,C274378,MALE,19,COSMETICS,4,162.64,DEBIT CARD,2021-01-21,Istinye Park,2007-02-05
I119028,C284687,MALE,20,CLOTHING,2,600.16,CASH,2022-05-25,Metrocity,2006-02-05
I226303,C131002,MALE,39,CLOTHING,4,1200.32,CREDIT CARD,2021-11-23,Mall of Istanbul,1987-02-05
I255807,C308700,MALE,58,CLOTHING,5,1500.40,CASH,2022-03-22,Kanyon,1968-02-05
I853009,C197030,MALE,44,COSMETICS,1,40.66,CASH,2021-01-26,Mall of Istanbul,1982-02-05
I274048,C205394,MALE,68,FOOD & BEVERAGE,3,15.69,CASH,2022-05-01,Emaar Square Mall,1958-02-05
I465058,C822130,MALE,37,CLOTHING,2,600.16,CREDIT CARD,2023-02-20,Mall of Istanbul,1989-02-05
I656589,C269028,MALE,29,TECHNOLOGY,4,4200.00,DEBIT CARD,2023-02-01,Metrocity,1997-02-05
I706346,C426125,MALE,61,TOYS,5,179.20,CREDIT CARD,2021-10-30,Istinye Park,1965-02-05
I754623,C220684,MALE,55,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2021-09-28,Metrocity,1971-02-05
I311887,C837669,MALE,25,BOOKS,1,15.15,CREDIT CARD,2022-01-06,Mall of Istanbul,2001-02-05
I975452,C162177,MALE,56,CLOTHING,1,300.08,DEBIT CARD,2022-03-03,Metrocity,1970-02-05
I223894,C208575,MALE,41,COSMETICS,5,203.30,DEBIT CARD,2023-01-08,Kanyon,1985-02-05
I424050,C541260,MALE,63,SOUVENIR,3,35.19,DEBIT CARD,2022-10-10,Mall of Istanbul,1963-02-05
I270772,C124886,MALE,34,CLOTHING,1,300.08,CREDIT CARD,2023-01-16,Mall of Istanbul,1992-02-05
I333610,C246514,MALE,43,TECHNOLOGY,5,5250.00,CASH,2022-08-25,Zorlu Center,1983-02-05
I879611,C179413,MALE,21,SHOES,1,600.17,DEBIT CARD,2021-02-03,Cevahir AVM,2005-02-05
I198711,C729096,MALE,44,CLOTHING,1,300.08,CREDIT CARD,2021-10-03,Viaport Outlet,1982-02-05
I263928,C252415,MALE,42,TOYS,3,107.52,CASH,2021-01-21,Istinye Park,1984-02-05
I115609,C950179,MALE,39,SOUVENIR,2,23.46,CREDIT CARD,2022-12-22,Istinye Park,1987-02-05
I132114,C171096,MALE,65,TECHNOLOGY,3,3150.00,CREDIT CARD,2021-04-04,Metropol AVM,1961-02-05
I334036,C277638,MALE,57,CLOTHING,5,1500.40,CASH,2022-12-05,Emaar Square Mall,1969-02-05
I687577,C989066,MALE,43,COSMETICS,2,81.32,CASH,2022-06-21,Mall of Istanbul,1983-02-05
I108238,C291343,MALE,45,CLOTHING,4,1200.32,DEBIT CARD,2021-11-14,Mall of Istanbul,1981-02-05
I166804,C166163,MALE,55,FOOD & BEVERAGE,1,5.23,CASH,2022-06-01,Kanyon,1971-02-05
I143661,C196188,MALE,52,SHOES,2,1200.34,DEBIT CARD,2021-06-05,Metrocity,1974-02-05
I164682,C615244,MALE,26,CLOTHING,2,600.16,CREDIT CARD,2022-06-10,Metropol AVM,2000-02-05
I739085,C290597,MALE,36,TOYS,4,143.36,CASH,2021-06-15,Viaport Outlet,1990-02-05
I472336,C157660,MALE,56,CLOTHING,1,300.08,CREDIT CARD,2021-03-20,Metrocity,1970-02-05
I967292,C173034,MALE,44,TOYS,4,143.36,CASH,2021-04-19,Metropol AVM,1982-02-05
I211089,C206689,MALE,35,FOOD & BEVERAGE,1,5.23,CASH,2021-02-11,Mall of Istanbul,1991-02-05
I162981,C328674,MALE,38,SHOES,5,3000.85,CASH,2021-12-15,Istinye Park,1988-02-05
I636793,C320661,MALE,39,CLOTHING,4,1200.32,CASH,2021-06-05,Metrocity,1987-02-05
I294250,C462035,MALE,25,SOUVENIR,5,58.65,DEBIT CARD,2023-01-06,Emaar Square Mall,2001-02-05
I238097,C316067,MALE,20,CLOTHING,3,900.24,DEBIT CARD,2021-12-21,Metropol AVM,2006-02-05
I581769,C616094,MALE,38,SOUVENIR,3,35.19,CREDIT CARD,2023-01-24,Metrocity,1988-02-05
I276062,C328374,MALE,41,TOYS,2,71.68,CREDIT CARD,2022-04-09,Mall of Istanbul,1985-02-05
I281709,C105086,MALE,69,FOOD & BEVERAGE,4,20.92,CASH,2021-07-28,Metrocity,1957-02-05
I644866,C550072,MALE,62,TOYS,1,35.84,CASH,2022-03-29,Mall of Istanbul,1964-02-05
I238063,C290115,MALE,35,FOOD & BEVERAGE,4,20.92,CASH,2022-06-30,Istinye Park,1991-02-05
I257256,C216353,MALE,21,TOYS,3,107.52,CASH,2021-03-12,Metrocity,2005-02-05
I164704,C190391,MALE,63,TOYS,1,35.84,CREDIT CARD,2021-01-15,Metrocity,1963-02-05
I184478,C305419,MALE,29,COSMETICS,2,81.32,CASH,2022-10-17,Metropol AVM,1997-02-05
I202476,C196033,MALE,28,CLOTHING,1,300.08,CREDIT CARD,2021-01-12,Istinye Park,1998-02-05
I310612,C250502,MALE,52,COSMETICS,4,162.64,CREDIT CARD,2022-01-03,Mall of Istanbul,1974-02-05
I189702,C158560,MALE,36,SHOES,3,1800.51,CASH,2022-11-03,Kanyon,1990-02-05
I192019,C744540,MALE,31,CLOTHING,3,900.24,CASH,2021-06-20,Zorlu Center,1995-02-05
I284579,C254191,MALE,22,SHOES,2,1200.34,DEBIT CARD,2022-03-24,Istinye Park,2004-02-05
I811074,C142417,MALE,28,TECHNOLOGY,1,1050.00,CASH,2022-03-26,Istinye Park,1998-02-05
I262267,C105026,MALE,41,COSMETICS,5,203.30,DEBIT CARD,2022-03-19,Mall of Istanbul,1985-02-05
I255609,C248705,MALE,53,TECHNOLOGY,2,2100.00,DEBIT CARD,2022-07-15,Viaport Outlet,1973-02-05
I297919,C283779,MALE,26,BOOKS,1,15.15,CREDIT CARD,2022-11-24,Kanyon,2000-02-05
I694668,C130119,MALE,42,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-01-26,Istinye Park,1984-02-05
I212033,C190801,MALE,27,CLOTHING,3,900.24,CASH,2022-01-13,Metrocity,1999-02-05
I324375,C843304,MALE,42,CLOTHING,2,600.16,DEBIT CARD,2022-09-20,Metrocity,1984-02-05
I127856,C970246,MALE,29,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-06-30,Mall of Istanbul,1997-02-05
I323924,C245714,MALE,19,TOYS,5,179.20,DEBIT CARD,2021-11-17,Mall of Istanbul,2007-02-05
I141883,C392112,MALE,35,CLOTHING,2,600.16,DEBIT CARD,2021-06-07,Viaport Outlet,1991-02-05
I577042,C750642,MALE,62,SHOES,5,3000.85,CASH,2021-03-01,Metrocity,1964-02-05
I223970,C319827,MALE,27,SHOES,4,2400.68,CASH,2022-10-30,Mall of Istanbul,1999-02-05
I201528,C333819,MALE,51,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-04-01,Kanyon,1975-02-05
I832791,C116322,MALE,56,SHOES,1,600.17,CREDIT CARD,2022-05-30,Emaar Square Mall,1970-02-05
I812875,C516371,MALE,44,CLOTHING,4,1200.32,CASH,2021-08-02,Mall of Istanbul,1982-02-05
I357987,C444377,MALE,39,COSMETICS,2,81.32,CASH,2021-06-12,Metropol AVM,1987-02-05
I525809,C595060,MALE,42,CLOTHING,4,1200.32,CREDIT CARD,2021-09-14,Istinye Park,1984-02-05
I256744,C320307,MALE,43,CLOTHING,1,300.08,CASH,2022-07-06,Kanyon,1983-02-05
I131866,C162230,MALE,37,CLOTHING,5,1500.40,CREDIT CARD,2021-09-17,Mall of Istanbul,1989-02-05
I290843,C304744,MALE,21,COSMETICS,1,40.66,CREDIT CARD,2021-04-08,Metropol AVM,2005-02-05
I336374,C262314,MALE,51,SHOES,3,1800.51,DEBIT CARD,2021-09-14,Metropol AVM,1975-02-05
I242704,C556334,MALE,48,CLOTHING,5,1500.40,CREDIT CARD,2021-09-14,Metrocity,1978-02-05
I910385,C201751,MALE,29,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-07-17,Istinye Park,1997-02-05
I111049,C309331,MALE,43,SHOES,2,1200.34,CASH,2022-05-16,Mall of Istanbul,1983-02-05
I135850,C137655,MALE,42,CLOTHING,1,300.08,CASH,2023-02-17,Metropol AVM,1984-02-05
I195526,C952402,MALE,25,COSMETICS,3,121.98,CASH,2021-08-01,Kanyon,2001-02-05
I241083,C129343,MALE,59,COSMETICS,4,162.64,CASH,2022-03-15,Kanyon,1967-02-05
I212893,C763161,MALE,46,CLOTHING,3,900.24,CASH,2021-01-10,Viaport Outlet,1980-02-05
I338279,C226142,MALE,36,CLOTHING,1,300.08,CASH,2021-09-02,Kanyon,1990-02-05
I238076,C114598,MALE,63,SHOES,5,3000.85,CASH,2021-12-11,Kanyon,1963-02-05
I762170,C142814,MALE,55,FOOD & BEVERAGE,5,26.15,CASH,2021-10-03,Kanyon,1971-02-05
I706015,C185295,MALE,65,SOUVENIR,5,58.65,CASH,2022-10-16,Emaar Square Mall,1961-02-05
I120585,C339986,MALE,49,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2021-04-14,Kanyon,1977-02-05
I284611,C156025,MALE,55,CLOTHING,4,1200.32,CASH,2021-10-08,Metropol AVM,1971-02-05
I107898,C122433,MALE,50,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2021-08-07,Metropol AVM,1976-02-05
I303087,C622514,MALE,22,CLOTHING,3,900.24,CREDIT CARD,2022-02-14,Kanyon,2004-02-05
I694119,C156405,MALE,18,COSMETICS,2,81.32,CASH,2021-12-27,Cevahir AVM,2008-02-05
I297258,C705925,MALE,67,BOOKS,1,15.15,DEBIT CARD,2022-11-09,Mall of Istanbul,1959-02-05
I248732,C312034,MALE,54,TECHNOLOGY,4,4200.00,DEBIT CARD,2021-10-20,Forum Istanbul,1972-02-05
I128270,C777196,MALE,69,COSMETICS,1,40.66,CASH,2021-12-22,Mall of Istanbul,1957-02-05
I736922,C245392,MALE,29,TOYS,1,35.84,CASH,2021-03-11,Istinye Park,1997-02-05
I280499,C695914,MALE,29,CLOTHING,5,1500.40,CASH,2022-12-16,Viaport Outlet,1997-02-05
I776647,C254053,MALE,55,COSMETICS,2,81.32,DEBIT CARD,2021-07-20,Istinye Park,1971-02-05
I219596,C276519,MALE,19,CLOTHING,1,300.08,DEBIT CARD,2021-11-16,Mall of Istanbul,2007-02-05
I278839,C203179,MALE,54,BOOKS,2,30.30,CASH,2022-07-30,Mall of Istanbul,1972-02-05
I275097,C840695,MALE,37,CLOTHING,5,1500.40,CASH,2022-04-27,Cevahir AVM,1989-02-05
I105592,C163399,MALE,34,SHOES,2,1200.34,CREDIT CARD,2022-07-17,Kanyon,1992-02-05
I283936,C339773,MALE,34,CLOTHING,1,300.08,CREDIT CARD,2022-12-28,Metrocity,1992-02-05
I314612,C249407,MALE,54,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2023-03-02,Mall of Istanbul,1972-02-05
I998116,C353845,MALE,57,TECHNOLOGY,5,5250.00,CREDIT CARD,2022-02-09,Mall of Istanbul,1969-02-05
I236635,C229064,MALE,43,CLOTHING,3,900.24,CREDIT CARD,2022-03-11,Cevahir AVM,1983-02-05
I436542,C963905,MALE,49,SHOES,1,600.17,DEBIT CARD,2022-08-05,Zorlu Center,1977-02-05
I215876,C280781,MALE,37,TECHNOLOGY,5,5250.00,DEBIT CARD,2022-09-12,Emaar Square Mall,1989-02-05
I115992,C656134,MALE,66,FOOD & BEVERAGE,3,15.69,CASH,2021-07-14,Viaport Outlet,1960-02-05
I282617,C173128,MALE,24,FOOD & BEVERAGE,2,10.46,CASH,2021-05-08,Mall of Istanbul,2002-02-05
I955921,C257018,MALE,43,CLOTHING,4,1200.32,CREDIT CARD,2022-07-27,Mall of Istanbul,1983-02-05
I172047,C301067,MALE,60,COSMETICS,5,203.30,CASH,2022-07-25,Istinye Park,1966-02-05
I157109,C277274,MALE,41,COSMETICS,4,162.64,CREDIT CARD,2021-09-03,Viaport Outlet,1985-02-05
I177095,C315423,MALE,46,SHOES,4,2400.68,CASH,2021-09-13,Metropol AVM,1980-02-05
I172354,C627084,MALE,69,CLOTHING,2,600.16,CASH,2021-02-11,Emaar Square Mall,1957-02-05
I125803,C780116,MALE,50,COSMETICS,3,121.98,DEBIT CARD,2023-01-06,Viaport Outlet,1976-02-05
I135006,C204025,MALE,64,CLOTHING,1,300.08,CASH,2022-11-14,Emaar Square Mall,1962-02-05
I102497,C299013,MALE,63,CLOTHING,1,300.08,CREDIT CARD,2022-09-17,Mall of Istanbul,1963-02-05
I415455,C698157,MALE,64,COSMETICS,2,81.32,CREDIT CARD,2023-01-17,Kanyon,1962-02-05
I475303,C175503,MALE,21,COSMETICS,5,203.30,CASH,2021-02-02,Mall of Istanbul,2005-02-05
I139684,C104250,MALE,28,SHOES,2,1200.34,CASH,2021-09-28,Istinye Park,1998-02-05
I106654,C149870,MALE,25,TOYS,3,107.52,CREDIT CARD,2023-01-13,Kanyon,2001-02-05
I193267,C535218,MALE,34,CLOTHING,4,1200.32,DEBIT CARD,2021-04-04,Kanyon,1992-02-05
I181188,C938203,MALE,51,COSMETICS,5,203.30,DEBIT CARD,2022-12-23,Viaport Outlet,1975-02-05
I255079,C291151,MALE,63,FOOD & BEVERAGE,4,20.92,DEBIT CARD,2022-10-01,Viaport Outlet,1963-02-05
I117715,C323731,MALE,40,CLOTHING,3,900.24,CREDIT CARD,2022-07-19,Metrocity,1986-02-05
I262126,C148357,MALE,47,SHOES,2,1200.34,CREDIT CARD,2021-12-15,Kanyon,1979-02-05
I563482,C255360,MALE,64,CLOTHING,2,600.16,CASH,2022-08-17,Kanyon,1962-02-05
I284904,C912211,MALE,50,CLOTHING,2,600.16,CREDIT CARD,2022-01-10,Metrocity,1976-02-05
I162886,C141572,MALE,21,TOYS,2,71.68,CASH,2021-09-26,Istinye Park,2005-02-05
I123770,C314725,MALE,44,CLOTHING,3,900.24,CASH,2022-10-17,Istinye Park,1982-02-05
I194587,C133598,MALE,24,CLOTHING,1,300.08,DEBIT CARD,2021-01-31,Forum Istanbul,2002-02-05
I280196,C320471,MALE,44,CLOTHING,2,600.16,CASH,2022-08-21,Istinye Park,1982-02-05
I676027,C944160,MALE,56,CLOTHING,1,300.08,CASH,2022-03-10,Kanyon,1970-02-05
I245483,C750643,MALE,67,CLOTHING,4,1200.32,CASH,2021-02-21,Metrocity,1959-02-05
I713991,C293632,MALE,20,CLOTHING,1,300.08,CREDIT CARD,2022-08-30,Mall of Istanbul,2006-02-05
I230877,C304871,MALE,43,COSMETICS,1,40.66,DEBIT CARD,2022-05-10,Mall of Istanbul,1983-02-05
I130518,C785565,MALE,22,CLOTHING,4,1200.32,DEBIT CARD,2021-04-25,Forum Istanbul,2004-02-05
I141318,C198279,MALE,33,COSMETICS,3,121.98,DEBIT CARD,2022-11-04,Kanyon,1993-02-05
I121202,C162125,MALE,42,CLOTHING,1,300.08,CREDIT CARD,2022-05-11,Mall of Istanbul,1984-02-05
I529850,C124280,MALE,22,CLOTHING,4,1200.32,CASH,2022-05-28,Kanyon,2004-02-05
I999973,C248542,MALE,28,TECHNOLOGY,1,1050.00,CREDIT CARD,2023-01-11,Mall of Istanbul,1998-02-05
I129002,C117755,MALE,30,CLOTHING,4,1200.32,DEBIT CARD,2021-01-10,Kanyon,1996-02-05
I217687,C231109,MALE,58,SHOES,4,2400.68,DEBIT CARD,2021-05-05,Metropol AVM,1968-02-05
I160103,C979121,MALE,48,CLOTHING,3,900.24,CREDIT CARD,2021-12-04,Forum Istanbul,1978-02-05
I111320,C113248,MALE,30,TOYS,3,107.52,DEBIT CARD,2022-06-18,Kanyon,1996-02-05
I104561,C135589,MALE,20,TOYS,4,143.36,CASH,2022-03-01,Kanyon,2006-02-05
I180522,C114743,MALE,29,SHOES,3,1800.51,CREDIT CARD,2022-03-01,Istinye Park,1997-02-05
I272216,C275468,MALE,58,TECHNOLOGY,1,1050.00,CASH,2023-01-28,Mall of Istanbul,1968-02-05
I193286,C330099,MALE,54,TOYS,1,35.84,CREDIT CARD,2022-01-17,Kanyon,1972-02-05
I338426,C951491,MALE,38,CLOTHING,3,900.24,CASH,2021-03-07,Mall of Istanbul,1988-02-05
I173879,C265991,MALE,62,FOOD & BEVERAGE,2,10.46,CASH,2022-11-19,Forum Istanbul,1964-02-05
I180805,C592448,MALE,39,TOYS,5,179.20,CASH,2021-12-25,Metrocity,1987-02-05
I181623,C270394,MALE,38,SOUVENIR,5,58.65,CREDIT CARD,2022-06-06,Viaport Outlet,1988-02-05
I324399,C311101,MALE,44,CLOTHING,2,600.16,CASH,2022-11-27,Istinye Park,1982-02-05
I320868,C204930,MALE,42,TECHNOLOGY,4,4200.00,DEBIT CARD,2021-08-28,Mall of Istanbul,1984-02-05
I171467,C121351,MALE,29,FOOD & BEVERAGE,5,26.15,CASH,2022-09-05,Viaport Outlet,1997-02-05
I788617,C284976,MALE,52,FOOD & BEVERAGE,1,5.23,CASH,2022-05-25,Metrocity,1974-02-05
I308799,C121163,MALE,41,BOOKS,3,45.45,CREDIT CARD,2021-01-19,Viaport Outlet,1985-02-05
I191745,C303283,MALE,66,SHOES,3,1800.51,CASH,2023-02-05,Zorlu Center,1960-02-05
I290632,C848019,MALE,38,SOUVENIR,3,35.19,DEBIT CARD,2021-11-27,Istinye Park,1988-02-05
I196702,C117183,MALE,39,SHOES,2,1200.34,CASH,2022-03-04,Mall of Istanbul,1987-02-05
I137654,C268999,MALE,20,CLOTHING,2,600.16,CREDIT CARD,2022-03-27,Cevahir AVM,2006-02-05
I153895,C112673,MALE,60,SHOES,1,600.17,CASH,2022-04-23,Emaar Square Mall,1966-02-05
I239317,C337643,MALE,63,FOOD & BEVERAGE,1,5.23,DEBIT CARD,2022-07-07,Metrocity,1963-02-05
